id,name,description,participants,looking_for,created_at,updated_at,volunteer_location,contact,highlight,progress,docs_and_demo,number_of_volunteers,accepting_volunteers,status,short_description,target_country,target_location,to_param,volunteered_users_count,project_type_list,skill_list,short_len
851,COVIDConvo,"COVID-19 is the most important conversation on Earth right now, and we want to make sure all voices are heard. COVIDConvo is an online reference library which houses the arguments, claims, and evidence from different points of view on COVID-19 issues. 

It is an educational project that helps get everyone on the same page, and see things from all points of view.

See more at COVIDConvo.org
Project managed by the non-profit library at: SocietyLibrary.org","The Society Library's research and tech teams are already working on the project. We just need to scale up our research and volunteer teams to lend a hand!

You can learn more about our team at: SocietyLibrary.org/team","✔️Research and Analysis:
We need additional assistance archiving and organizing content, and performing content analysis to extract the arguments and claims! Don't know what that means? That's ok, we can train you! 

✔️Social Media
- We have a well developed brand, but we could use help creating visuals and pushing out content while we work on the research side!

✔️Outreach
- Are you really good at connecting and sharing good news? Help us share our decks, designs, and content to help bring clarity about COVID-19",2020-05-22 14:58:54.482000-07:00,2020-05-22 14:58:54.560000-07:00,Remote,Contact (at) SocietyLibrary (dot) com,False,"We have already begun mapping claims and arguments, as well as catalogue evidence. Our front end is almost ready to ship out, we just need to fill it with more content!","Check out our story here: tinyurl.com/OurCOVIDStory

Check out our process here: tinyurl.com/COVIDProcess

Want to sponsor us? See here: tinyurl.com/SponsorCC

Want to see a promo? See here: tinyurl.com/COVIDPromo

See our website here: COVIDConvo.org

Read a story about us here: tinyurl.com/PlandemicLogic",10-50,True,In progress,"Mapping the claims, arguments, and evidence from all points of view on COVID-19 content",Global,United States centric - likely,851-covidconvo,2,"['E-Learning', 'News and information', 'Other']","['Design', 'Volunteer vetting', 'Analytics', 'Community Outreach', 'Data entry', 'Funding', 'Content', 'Social Media']",87
846,Coronavirus Visualization Team,Our group is identifying new & interesting data insights and visualizing them in citizen-centric ways. See some of our initial work here: https://scholar.harvard.edu/cvt/about. We need your help!,"We have over 600 students from top universities including Harvard, Stanford, MIT, UC Berkeley, Columbia, and Johns Hopkins. We're working with professors at Harvard, MIT, Georgia Tech, and George Mason University. ",We need help in applying for funding! Volunteers would help source funding opportunities and write strong grant applications. We'd also appreciate people with experience in Python and SEIR modeling!,2020-05-20 15:57:02.355000-07:00,2020-05-20 20:38:12.184000-07:00,Global,coronavirusvisualizationteam@gmail.com,True,We've already produced several high-quality visualizations and are actively working on our 20+ research projects. ,https://scholar.harvard.edu/cvt/about lists some of our past visualizations!,50-100,True,In progress,We're a student-led team using public data to visualize hidden impacts of the pandemic.,Global,,846-coronavirus-visualization-team,45,"['Map volunteers to needs', 'Reduce spread', 'Track the outbreak']","['Community Outreach', 'Funding', 'Biology', 'Legal', 'Marketing']",87
628,Canada Masks,"We're building a reusable face mask that protects people from coronavirus by covering the user's entire face and filtering all the air that a user breathes. 

The mask is made of (1) a full face snorkeling mask, (2) a filter, and (3) a plastic adapter to connect 1 and 2. 

The design is based on the Pneumask created by the Prakash Lab at Stanford.","software startup founder, programmer, mechanical engineer, materials scientist, orthopedic surgeon, ER doctor, and a lawyer","Get funding

Secure supplies of snorkeling masks

Design and build various plastic adapters for variety of filters to attach to snorkeling masks

Get Canadian regulatory approval

Connect with appropriate procurement offices at Canadian hospitals/provincial health systems
",2020-04-09 14:36:07.520000-07:00,2020-04-09 15:08:47.609000-07:00,Canada & Remote,husein@northbot.com,True,"Testing prototypes

Talking to provincial health system to understand testing/deployment process

Talking to Canadian regulators to understand medical device approval process

Talking to snorkel mask manufacturers to secure supplies","A version of the design:

https://docs.google.com/document/d/1J22le3dBZBnNDXGlJLRb38z7v7LaOjKfDeN9f0tFeKY/edit

https://www.youtube.com/watch?v=xJ6sbaqU3Vw",1-10,True,In progress,Building face masks by modifying full face snorkeling masks to work with various filters,CA,,628-canada-masks,10,['Medical equipments'],"['Design', 'PM', 'Medicine', 'Funding', 'Manufacturing']",88
712,Sales and marketing people for COVID PPE ,"Air to All, a California nonprofit designing and producing affordable medical equipment, is seeking volunteer marketing and sales people to help market and sell its Powered Air-Purifying Respirator (PAPR) to hospitals, nursing homes and other entities.  If you have experience marketing and/or selling into healthcare and are willing to donate 10-15 hours per week, we welcome your help.","Air To All is a nonprofit organization that coordinates the design, production, and distribution of affordable emergency medical devices and PPE to end the global shortage of medical equipment. Launched in mid-March, we are now global and 700 people strong.",Provide the PAPR to healthcare workers and other essential workers who need it.,2020-04-15 02:27:24.325000-07:00,2020-06-08 10:58:45.464000-07:00,Remote,,False,Volunteer engineers working under the Air To All umbrella have developed a Powered Air Purifying Respirator PAPR that can be used by first responders and health care staff.  PAPRs provide 150% of the protection of an N95 mask and are reusable.  We expect regulatory approval soon and want to ramp up our marketing and sales efforts. ,Provided upon request,1-10,True,Launched,Air To All needs volunteer sales and marketing people to market and sell affordable PPE ,US,,712-sales-and-marketing-people-for-covid-ppe,0,"['Reduce spread', 'Medical facilities', 'Medical equipments']","['Biotech', 'Marketing', 'Social Media', 'Sales']",88
754,Covid-tracker,"we have fetched the statistic of covid-19 from authentic source through an API  and represented this information in more convenient way , We have made a webapp which will show the track record of infected people in a particular  country.", sprightly and hard-working who want to utilise their  knowledge for the betterment for society ,,2020-04-21 22:45:26.101000-07:00,2020-04-21 22:45:26.101000-07:00,,jaiswalsamar443@gmail.com,False,About forty-fifty percent we have done,Not know,,False,In progress,we will able to track the record of the number of infected people in a particular country,Global,,754-covid-tracker,0,['Track the outbreak'],[],89
703,Feed Our Heroes NYC,"There are many NYC restaurants delivering free food to hospitals but the same restaurants are running at a loss because of the shutdown. The goal of feedourheroesnyc.org will be to provide a central place for people to find a restaurant that can deliver food to a specific hospital of their choice, contact the restaurant to facilitate the donation and the delivery. ",Just me for now. I have 8 years of software experience.,"Data entry - I need to find all the restaurants in NYC that are accepting donations for COVID specific deliveries and enter them into the Airtable. I need to find all the hospitals with addresses and add them to the Airtable. I need to send emails out to all the restaurants to ask which hospitals are they able to deliver to, and who is in charge of this effort, their contact info etc. This can be done remotely - you don't actually need to live in NYC. 
Anyone with any PR experience or media contacts can also help publicize this site once it's ready so we can get some traffic to it and enable more donations. ",2020-04-13 21:48:09.983000-07:00,2020-04-13 21:48:09.983000-07:00,Remote is OK!,,False,"I have registered the domain, set up an airtable with some basic data, and started working on the website. ",Not yet but I'll provide it as soon as the site is up. Trying to get to MVP first. ,1-10,True,Just started,A centralized resource to find restaurants delivering free food to NYC healthcare workers,US,"New York City, NY",703-feed-our-heroes-nyc,4,"['Help out communities', 'Social giving', 'News and information']","['Data entry', 'Social Media']",89
871,Timetohelp.net,"Timetohelp.net is a marketplace where hundreds of professionals are offering their help for free to anyone who needs it during the confinement, using videoconferences.

If you need help or advice, you can book a free session with a lawyer, it engineer, medical doctor, teacher, psychologist, etc... who will be happy to offer an hour of their time to you via videoconference.

If you are a professional willing to help, just list your area of expertise, mark your availability on a calendar and you’ll be in!","We’re a small group of passionate entrepreneurs from Barcelona, Málaga and Paris",Help us find a sponsor or funding to pay the sharetribe service and server costs.,2020-06-01 14:26:54.586000-07:00,2020-06-01 14:34:12.348000-07:00,,timetohelp2020@gmail.com,False,Launched and already a hundred professionals are offering their help,"http://www.timetohelp.net

News article (in spanish):
https://www.lavanguardia.com/vida/20200428/48391467717/plataforma-time-to-help-ayuda-profesional-videollamada-coronavirus.html
",1-10,True,Launched,"Directory of professionals who help for free during the confinement, via videoconference.",Global,Barcelona,871-timetohelp-net,0,['Help out communities'],['Funding'],89
164,Save small businesses ,"Small businesses who normally deliver groceries and other essentials to businesses are out of business. As shops shut or the normal supply chain is disrupted, these small businesses are left with stock they cannot shift and could face collapse. 
And yet the supermarket shelves are completely empty... 

I’m looking to create an app to connect the small businesses with supplies and delivery capability directly to consumers to help people access the essentials they are going to need in the coming months and ensure small businesses stay in business. 
I’m looking to start this project in London, expanding to other major UK cities ","Update: we have a growing team but need front end developers, web, android and iOS developers

I have no team mates as yet, just a lot of contacts who own their own small businesses who could be delivering direct to consumers doors, giving them vital supplies and keeping their business going 

As my day job, I’m a Vice President of a Global tech company where I’m responsible for launching new digital products all around the world ","I need help building an online platform that will help connect (normally B2B) businesses with consumers.
It will need: 
A consumer facing app to allow easy search by category of goods and delivery location/availability. Must allow purchase of goods using electronic payment methods 

A mobile app for small businesses to list, upload and do basic management stock, share their delivery availability and serviced postcodes. 

Must be able to take consumer payment and settle to correct merchant account ",2020-03-19 13:45:07.138000-07:00,2020-04-14 14:46:12.150000-07:00,Remote ,Jennmmacrae@gmail.com,False,Just starting to build!,Docs available to those who join ,1-10,True,Just started,The platform to connect merchants selling food & other supplies to consumers who need it ,Global,,164-save-small-businesses,13,"['Help out communities', 'Other']","['Software', 'Funding', 'Anything']",89
31,Solving the Information Crisis - stopthespread.info,"stopthespread.info provides essential coronavirus information and updates affecting you, sourced from WHO and relevant (national + local) bodies, in an engaging and easy to read format. The site also sends notifications when guidance changes in your location, and soon it will aggregate and provide access to local initiatives in your area.

Problem - coronavirus has created an information crisis.
1. Information is fragmented and there is lots of misinformation circulating. 
2. People have lots of new questions they have never had before.
3. Official sources (WHO, CDC, etc) are accurate but not enough people (particularly the less tech literate) are reading and acting upon the best practice advice. It is not presented in an engaging and easy-to-read format. 
4. Official sources are not aggregating many brilliant local initiatives.
5. Most initiatives are suited to technology skilled and highly educated readers. 

Fact - what we do individually will have a direct impact on how many people suffer, so it is vital that as many people as possible understand and have access to the best information. 

Project status - the site launched in mid March and the site is already being supported by 15+ medical practices and NHS teams around the country. We are launching in Australia, USA and the Netherlands in the next couple of days, trying to help get information out to everyone who needs it.

Please get in touch via team@stopthespread.info","We are a team of doctors, researchers, developers and computer scientists from Cambridge University - working primarily from SF (USA) and Cambridge (UK). ","- Medical doctors to write content (especially USA)
- Developers to help expand to more countries + create new functionalities
- Growth and marketing
- Graphic designers

Current stack: ReactJS, Typescript, GatsbyJS (backend stack is varied)
Availability: minimum 20 hours per week",2020-03-17 15:33:36.021000-07:00,2020-04-24 04:53:23.814000-07:00,Remote (anywhere works!),team@stopthespread.info,False,"- MVP UK site went live on 17 March.
- Australia, USA, Netherlands sites launched early April
- Content updating daily based on how crisis evolves","Check out stopthespread.info - our project is live
Contact to find out more about features in development",50-100,True,Launched,Information portal answering the question: how should I go about my life during COVID19? ,Global,"USA, UK, Australia, Netherlands",31-solving-the-information-crisis-stopthespread-info,95,"['Help out communities', 'Reduce spread', 'News and information']","['PM', 'Medicine', 'Software', 'Content', 'Anything']",89
794,FightPandemics🤜🏽🦠🤛🏽,"We are creating an altruistic meta-platform that brings people and organizations together so that they can finally find the resources and services they need as soon as they need it. FightPandemics links those who need help with those who can provide it. 

In order to connect the two sides of the platform, we utilize a feed. Organizations or individuals will be able to post localized offers and request help with an expiration time to have relevant content at all times. Moreover, users will be able to filter the feed by location (city, state, country, world), by ""poster"" (individual, traditional company, etc.) and by type of help (groceries/food, medical supplies, education, legal, wellbeing/mental, entertainment, information, funding, R&D, tech and others).

Our platform will go LIVE containing +2,000 organizations, projects and initiatives that are tackling the COVID-19 pandemic. We have initially crowdsourced these initiatives and manually tagged them for the short-term bootstrapping period. However, to create a sustainable solution we want to cooperate with all the creators, initiatives, communities, and governments.","We are all humanists from all over the world working together.

Within our team and advisors, we have a VP from Condé Nast, a Co-founder from OpenLaw, a former tech lead at Verizon, CTO from a former blockchain company, some people ex-Herdera, ex-Consensys, founders and other talented professionals from many different tech companies.","We need:
➡️Designers that have marketing experience.
➡️Marketers that help us plan the launch.
➡️Engineers with the following stack:
- Frontend: React Hooks, Ant Design, Ant Design Mobile, styled-components.
- Backend: Fastify, MongoDB, Auth0, Google Maps API.
- DevOps:Docker
➡️Product managers with gaming experience for creating incentive mechanisms.
",2020-04-29 17:29:59.245000-07:00,2020-04-29 20:23:40.912000-07:00,Remote,https://www.notion.so/fightpandemics/Volunteer-Job-Board-487f37881cf14c21a1e395c90f21da9f,False,"Currently, the engineers are working on the MVP, the design team working on the V2 and the marketing team (which is limited) working on the launch.

We have been supported by Notion, Airtable, Google, AWS, Twilio, Sendgrid, Typeform, Slack, Algolia, Auth0, Mural and other organizations with credits for the team.

We have secured the first celebrity that will help us with the push.","Intro: https://youtu.be/Z8hTipCusJQ
MVP: https://vimeo.com/406824494
",100+,True,In progress,Connecting those in need of help with those that provide it at the local and global level.,Global,,794-fightpandemics,5,"['E-Learning', 'Job placement', 'Help out communities', 'Map volunteers to needs', 'Reduce spread', 'Social giving', 'News and information', 'Medical equipments', 'Treatment R&D', 'Mental health']","['Analytics', 'Community Outreach', 'Content', 'Data entry', 'Design', 'Funding', 'Helpdesk', 'Legal', 'Localization', 'Marketing', 'Operations', 'PM', 'QA', 'Sales', 'Social Media', 'Software', 'Training Development', 'Volunteer vetting', 'Anything']",90
725,University of Iowa Mobile Clinic,"The University of Iowa Mobile Clinic is a student-run, staff-supervised organization that offers free basic healthcare services to underserved & uninsured individuals. We are now offering FREE webcam and phone medical appointments. This service is available in English, Spanish, Arabic, French, and other languages upon request. We are able to offer general health education, help with chronic disease management, medication refills, and treatment for acute minor medical illnesses. We can help connect people with social work to sign up for insurance, as well as referrals to get mental health & psychiatric counseling. Call or text (319)535-2684 to make an appointment. ","- Joyce Wahba, 3rd year medical student, UI Mobile Clinic Relations Exec Chair
- Andrea Arthofer, 2nd year medical student, UI Mobile Clinic Operations Exec Chair
- Volunteer base: University of Iowa Students (graduate and undergraduate)",,2020-04-16 12:17:23.937000-07:00,2020-04-16 12:17:23.937000-07:00,,mobileclinic.ui@gmail.com,False,We have helped a handful of patients so far and are working on advertising more to the rest of the state.,https://docs.google.com/spreadsheets/d/1eI1Dkfj9NoJI4CufBfgHE1BM1ft1OJPVxnA04fZpvf8/edit,,False,Launched,The University of Iowa Mobile Clinic is offering FREE telemedicine appointments for Iowans,US,Iowa ,725-university-of-iowa-mobile-clinic,0,"['Help out communities', 'Mental health', 'Other']",[],90
738,Hal Gunn,"Optimizing innate immunity, our body’s first line of defense against viral infection, is pivotal to reducing COVID-19 infection, morbidity and mortality. Qu Biologics, a Phase 2 clinical stage private biotech company based in Vancouver, has developed a first-in-class immunotherapy platform, Site Specific Immunomodulation (SSI), that enables activation of innate immunity in a safe and targeted way.  This is particularly important in high risk groups such as the elderly, immunosuppressed and those with other chronic illnesses, since these groups have reduced innate immunity and therefore are very susceptible to infection, morbidity and mortality from COVID-19. 
  
We’ve demonstrated that prophylactic use of Qu’s SSI substantially reduces viral lung infection in animal models, demonstrating proof-of-principle. Qu’s SSIs are ‘clinic ready’ (i.e., more than 360 patients treated with very good safety profile, GMP cell bank, and GMP-production ready). Uniquely positioned to activate our body’s first line of defense against viral infection in a safe and targeted way, we believe that Qu’s SSIs will be transformative in COVID-19 and future viral pandemics (since innate immunity is capable of clearing any viral pathogen, regardless of previous exposure). We are seeking collaboration/licensing/equity funding.","Qu Biologics is a private Phase 2 clinical stage biotech company based in Vancouver. We are a small team (8 team members) with manufacturing, drug development, science and clinical operations expertise. ","We are ready to go, except for funding. Support in achieving funding for Phase 2 randomized controlled trial would be greatly appreciated. ",2020-04-17 16:27:19.029000-07:00,2020-04-17 16:27:19.029000-07:00,remote,hal@qubiologics.com,False,"We are ready 'clinic ready' to proceed to a randomized placebo-controlled trial of our immunotherapy in high-risk groups (elderly, co-morbidities) to prevent COVID-19 infection, morbidity and mortality. ",PowerPoint detailing the science and proposed clinical study available on request,1-10,True,Launched,Activating innate immunity to prevent COVID-19 morbidity and mortality in high risk groups,CA,Vancouver,738-hal-gunn,0,['Treatment R&D'],"['Funding', 'Marketing']",90
488,Coronavirus Tech Handbook ,"The Coronavirus TechHandbook provides a library for technologists, civic organizations, public and private institutions, researchers, educators and specialists of all kinds to collaborate on an agile and sophisticated response to the coronavirus and sequential impacts. 

- It is a library of information that anyone can add to 

- Our librarians curate and update the information that is added. 

- In the Whatsapp and Slack group that sit behind each section people discuss strategies. 

It is a rapidly evolving resource with thousands of active expert contributors.

We are having up to 40k visits per day.
","We have a team of 6 at the core delivering the technology. 

We have a team of 100 Librarians but we are seeking more. 

Some are featured here - https://coronavirustechhandbook.com/librarians","Librarians

Editors ",2020-03-31 07:00:11.879000-07:00,2020-05-18 06:00:22.171000-07:00,Remote,,False,As long as you can contribute for on a voluntary basis. ,www.coronavirustechhandbook.com,50-100,True,In progress,The Wikipedia of Coronavirus Resources and information with a chat room behind each section.,Global,,488-coronavirus-tech-handbook,1,"['E-Learning', 'Help out communities', 'Map volunteers to needs', 'Reduce spread', 'News and information', 'Treatment R&D']","['Medicine', 'Content', 'Biology', 'Anything', 'Localization']",92
876,Open Meal,"Raising funds to provide meals for those in need from family-owned restaurants who have been affected by COVID-19. Currently available in NYC and SF, soon to expand to other cities.",We are a growing team of 20 volunteers - some are full-time undergraduate students while some work full-time. Here is more info about them on our website: https://www.openmeal.org/team ,"Need assistance in managing legalities, marketing, fundraising, matching donations, spreading awareness, etc.",2020-06-04 17:07:55.541000-07:00,2020-06-04 17:09:00.227000-07:00,remote,email,False,"We began two months ago and have raised $4,000+ to provide 135 meals and counting for 36 individuals/families. ",Website - https://www.openmeal.org/,1-10,True,Launched," Backing local businesses and individuals affected by COVID-19. To donate, Venmo: @open-meal",US,,876-open-meal,0,"['Help out communities', 'Map volunteers to needs', 'Social giving']","['Community Outreach', 'Funding', 'Legal', 'Marketing']",92
424,Youmergency - Uber for emergency to help the elderly alert & share pick up locations to nearby paramedics and hospitals ,"To subsidize all emergency requests going through our app, for those aged 60 years and older and a distant elderly relative.
I woke up one morning, only to find out my wife's uncle in another is dead from COVID19. This project is to build an app to alert nearby hospitals or paramedics with a push of a button. On one hand, you see someone sneeze or cough, you click the button and paramedics or hospitals accept request to know your exact pick up location on the other hand. If the person is eligible, we will route them to the appropriate testing facility based on their location. Grants will be needed to cover cost each time an ambulance transports a patient. Map-Based Website, Quarantined, Isolated or At-Risk people can make request through the app.","1 Serial entrepreneur/PM
1 web developer
1 UX Product designers
1 Software engineers
2 App developers
Vista fire department","Getting the word out about free ambulance rides so we can help as many patients as possible.
React native app developers
Software Engineer
Paramedic officers 
Medical researchers 
Hospital/clinic franchisees
Market researcher
Government personnels or officials
Grant to cover cost or scale up free ambulance transports a patient",2020-03-27 18:48:45.569000-07:00,2020-05-31 11:43:43.113000-07:00,Remote,,False,We are offering this in California and hope it expands to other cities. We have been in touch with the Fire Department in Vista but need more referrals. We are still building!,https://youmergency.com,100+,True,Launched,Uber for emergency to alert nearby paramedics and hospitals by sharing their pickup location,Global,,424-youmergency-uber-for-emergency-to-help-the-elderly-alert-share-pick-up-locations-to-nearby-paramedics-and-hospitals,13,"['Help out communities', 'Map volunteers to needs', 'Reduce spread', 'Track the outbreak', 'Medical facilities', 'Other']","['Design', 'Volunteer vetting', 'Community Outreach', 'Medicine', 'Software', 'Funding', 'Legal']",92
820,Truthshare,"In these trying times we need to be there for one another.

Sometimes when you need someone to talk to about various crisis in your life, from depression to loneliness to things not working. You find that you either have to go to a church or your parents or friends, when you would have preferred to do it quietly or meet a counselor.

Truthshare is a platform that helps ease depression. Whatever emotional distress you’re going through, get relieved through writing and expressing yourself anonymously on www.truthshare.com.ng. You can also get access to certified licensed counselors","Fortune Bekee
Kuro Briggs",,2020-05-08 15:51:50.093000-07:00,2020-05-17 13:48:45.353000-07:00,,,True,Launched,www.truthshare.com.ng,,False,Launched,"A platform to share your story, receive advice from other users and professional counselling",Global,,820-truthshare,0,['Mental health'],[],92
527,When can I stop self-isolation?,Website to calculate the time someone must remain in isolation using the guidelines for their location with support for different languages and cultures. The website is a ASP.NET Core App with Razor developed as a public GitHub project - https://github.com/wpqs/C19Quarantine,"Self - software developer, clinical trial researcher","Seeking people to translate the text into other languages
Software developers to help with globalisation and localisation",2020-04-02 02:09:26.869000-07:00,2020-04-28 05:00:01.179000-07:00,remote,,False,"1st release complete - supports UK with NHS guidelines - see https://www.c19isolate.org

Next release aims to support different languages, cultures and isolation requirements in other countries
",https://www.c19isolate.org,1-10,True,Launched,calculate the time someone must remain in isolation using the guidelines for their location ,Global,,527-when-can-i-stop-self-isolation,1,['Other'],"['Software', 'Funding', 'Marketing', 'Localization']",92
760,Doctorlingo,"We are on a mission to create a simple unified medical language database. We have medical students and physicians ready and eager to contribute to the cause, once our application is fully functioning. We realized that we were limited in our functionality with Wordpress and needed to move to a React platform. We are not too far off from being able to get our services to the public. We are working diligently to finish this so that we can be another answer to the COVID-19 outbreak. Specifically, we want to be able to provide the general public with an API (possibly even browser extension based off of this) that will function to help them understand the medical jargon on the news articles they are reading and their medical records. We believe everybody should have the chance to fully understand medical jargon so that they can make educated decisions on personal and public health.","Our team is comprised of physicians, medical students, nurses, healthcare administrators, developers, and student developers.","All issues are documented in our Gitlab. Current needs are as follows:
Developers:
   - MOSTLY IN NEED of Back-end Developers
   - Fine-tune the translation service
   - Optimize database schema and API
   - Assign roles in our admin panel
Medical Professionals:
   - Content addition
   - Specialists review definition categories
   - Multi-lingual speakers who can verify translations
Other:
   - Social Media coordination and outreach
   - Anything else that you feel would be beneficial :)
We keep a running list of issues in our gitlab. 

",2020-04-22 18:12:32.024000-07:00,2020-05-07 13:42:26.527000-07:00,Remote,,False,We have a baseline functioning React web application and API. We are transitioning from our previous Wordpress site found at doctorlingo.com. We have ~1200 medical words added into the database are ever expanding. ,doctorlingo.80px.com is our production demo.,50-100,True,In progress,"Help people understand the medical terminology surrounding COVID-19, in their native language",Global,,760-doctorlingo,53,"['Help out communities', 'News and information', 'Other']","['Design', 'Community Outreach', 'Data entry', 'Medicine', 'Software', 'Anything', 'Social Media']",93
425,"Use Machine Learning To Flatten The Curve & Avoid Further Spread of COVID-19 / TeleMedicine , Temperature Monitoring, Virtual Collaboration","We want to flatten the curve and avoid further spread of COVID-19 by using machine learning & augmented reality.

Health system can only provide services to 20% of COVID-19 patience  due to shortage of workforce & high patients risk. We provide virtual tele-health for diagnostic Covid-19. By using machine learning, we enable patient to diagnostic Covid-19 in early stage only using their phone.

We aim to combine clinical need and available expertise across borders.

Any help will add values to accelerate the launch of our products & improve patient care. ",My team and I have been working on this for few weeks along with volunteers. We have built great medical advisory board.,"-Machine Learning & AI
-Designer for UI/UX 
-Software developer
-MD",2020-03-27 20:16:57.775000-07:00,2020-04-14 17:41:30.743000-07:00,Remote,nina.kshz@gmail.com,False,-3week,NA,50-100,True,In progress,Developing innovative technology using machine learning to diagnose Covid-19 in early stage. ,Global,,425-use-machine-learning-to-flatten-the-curve-avoid-further-spread-of-covid-19-telemedicine-temperature-monitoring-virtual-collaboration,100,"['Reduce spread', 'Treatment R&D', 'Mental health', 'Other']","['Design', 'PM', 'Medicine', 'Software', 'Funding', 'Content', 'Anything', 'Marketing']",93
447,CovidActNow.org Resourcing Request,"Apply through here only: https://docs.google.com/forms/d/e/1FAIpQLSfXyWOGzo55t8Sb2cnN_zK6ALn-loXVy1emue8YSYbk1kWwcQ/viewform

A team of data scientists, engineers, and designers in partnership with epidemiologists, and public health officials built a tool [https://covidactnow.org/] designed to spur state and local governments into action to arrest the spread of the coronavirus. 

This tool was built to enable political leaders to quickly make decisions in their Coronavirus response informed by best available data and modeling. It is now being used by government and covid response leaders to answer critically important questions such as:

- What will the impact be in my region be and when can I expect it?
- How long until my hospital system is under severe pressure?
- What is my menu of interventions, and how will they address the spread of Coronavirus?
One critical request is from a federal government agency hoping to use this model and some of the presentation elements to help coordinate crisis response efforts (i.e. where to send masks).

The platform is also being extended to support government agencies, medical device manufacturers, and front-line health providers plan for and respond to covid.

**We are requesting full-time+ help from experienced leaders in engineer, UX, data science, and scalable support system design**

You can see a full list of job descriptions here:
https://docs.google.com/document/d/1D6Ni9kaaB7o9Tw-Lwrk3UyziGnCTxteMdmNRfkrhWUg/edit?usp=sharing

Please fill out this form if you have full-time availability over the next week.","Me soon, but I'm just posting to help spread the word! ","You can see a full list of job descriptions here:
https://docs.google.com/document/d/1D6Ni9kaaB7o9Tw-Lwrk3UyziGnCTxteMdmNRfkrhWUg/edit?usp=sharing",2020-03-29 14:36:31.054000-07:00,2020-05-11 22:35:55.845000-07:00,Remote,https://docs.google.com/forms/d/e/1FAIpQLSfXyWOGzo55t8Sb2cnN_zK6ALn-loXVy1emue8YSYbk1kWwcQ/viewform,False,"Since releasing the site on Friday, we have seen tremendous uptake (5 million unique users since Friday), and we are receiving about 50 inbound emails an hour, from a variety of frontline stakeholders, interested parties, and experts who want to contribute. ",Not sure,100+,True,Just started,A tool to spur state and local governments into action to arrest the spread of the coronavirus.,Global,,447-covidactnow-org-resourcing-request,38,"['Reduce spread', 'Track the outbreak', 'Medical facilities', 'Medical equipments', 'Treatment R&D']","['Design', 'PM', 'Software']",95
752,User Researchers as Contact Tracers,"User Researchers (aka UX Researchers) are empathetic and skilled in conducting remote interviews to gain critical insights. Because the demand for COVID-19 contact tracers needed to get the upper hand on this crisis far exceeds the resources of our public health departments, we are forming this group to make ourselves available to help in this effort. THIS GROUP IS FOCUSED ON EFFORTS IN THE UNITED STATES AT THIS TIME.",Kate Larson is organizing and advocating for this group. https://www.linkedin.com/in/katelarsonuxsells/,"Initially, we need to reach out to state/county health departments to better understand their needs and to explain how our skills as researchers can help fill resource gaps they have. Once we are able to foster partnerships, we'll need help recruiting others from our field, organizing, training, etc.",2020-04-21 09:18:10.089000-07:00,2020-04-28 08:51:37.377000-07:00,"United States, Remote",,False,We are currently gathering contact information of experienced user researchers interested in helping with remote contact tracing and case investigations. PLEASE only submit your information if you currently practice in the field of user research or if you are a new graduate with training in user research. ,Not at this time,100+,True,Just started,We are experienced user researchers leveraging our skills to help with COVID-19 contact tracing,US,,752-user-researchers-as-contact-tracers,37,"['Reduce spread', 'Track the outbreak']","['Design', 'Operations', 'Analytics', 'Community Outreach']",95
788,NoviGuide,"Our goal is to help frontline healthcare workers provide the optimal care for COVID patients.  Our software, the NoviGuide, helps healthcare institutions convert static medical guidelines into point-of-care assessments.  The result is rapid care standardization, reduced medical errors, seamless incorporation of new scientific evidence and decreased anxiety for healthcare workers reassigned from their primary clinical duties to assist in COVID response.     
","Our team at NoviGuide brings together medical, software and implementation expertise.  Dr. Joshua Bress is a pediatrician whose primary focus is global health. Elon Danziger is a technologist passionate about health, education, and design. Elon has experience designing and building mobile health apps, as well as contributing to design and development teams at a range of organizations, from startups to large companies like Autodesk.  Jean Armas graduated with a Master of Public Health in Applied Epidemiology from Emory University.  Together with Uganda researcher Dr. Mary Muhindo, she led the deployment of NoviGuide at Tororo District Hospital.","We need help with three tasks.   (1) We need funding to develop the COVID decision trees together with COVID content experts.  We would use funding to develop triage, testing and treatment decision trees that could serve as templates for pandemic preparedness in the future.  We also need funding to test the decision trees with a health institution partner.   (2) We need help connecting with medical experts developing COVID protocols (3) We need help marketing the NoviGuide as a technology to consider in COVID response.  ",2020-04-28 11:15:27.551000-07:00,2020-04-28 12:17:30.599000-07:00,Remote,josh.bress@globalstrategies.org,False,"When COVID hit, we were highlighted by ICTworks as a technology to consider in COVID response.  We identified four algorithm targets well suited to a clinical decision support software solution.  These are:  (1) Evaluation of patients for risk of acute worsening (2) Standardized ARDS assessment for patient on ventilator (3) Decision support in preparation for potential treatments and (4) Decision support for evaluating and treating patients with negative COVID tests, but high COVID suspicion.  We created demos for numbers (1) & (2), and described in narrative numbers (3) & (4).  ",https://www.noviguide.com,1-10,True,In progress,Decision support software for frontline healthcare workers triaging and treating COVID patients.,Global,,788-noviguide,0,['Medical facilities'],"['Medicine', 'Funding', 'Marketing']",96
